"[0, 1, 0, 0.31678891663011005, 0, 0]","[0, 1, 0, 0.31678891663011005, 5, 2917454]","[0, 1, 0, 0.31678891663011005, 2, 2796]","[0, 1, 0, 0.31678891663011005, 7, 906355]","[0, 1, 0, 0.31678891663011005, 7, 37666]"
"[0, 1, 0, 0.0, 7, 10123]","[0, 1, 0, 0.0, 9, 20080]","[0, 1, 0, 0.0, 5, 56735]","[0, 1, 0, 0.0, 7, 930508]","[0, 1, 0, 0.0, 5, 2979163]"
"[0, 1, 0, 0.0, 4, 22078]","[0, 1, 0, 0.0, 7, 944530]","[0, 1, 0, 0.0, 4, 26789625]","[0, 1, 0, 0.0, 4, 752416]","[0, 1, 0, 0.0, 5, 3075708]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 4, 752416]","[0, 1, 0, 0.0, 5, 3075708]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 3075708]","[0, 1, 0, 0.0, 4, 28771972]"
"[0, 2, 0, 0.7068051460171685, 0, 0]","[0, 2, 0, 0.7068051460171685, 0, 0]","[0, 2, 0, 0.7068051460171685, 2, 14908]","[0, 2, 0, 0.7068051460171685, 5, 5444838]","[0, 2, 0, 0.7068051460171685, 7, 960374]"
"[0, 1, 1, 0.13539130722942336, 0, 0]","[0, 1, 1, 0.13539130722942336, 0, 0]","[0, 1, 1, 0.13539130722942336, 14, 1845868]","[0, 1, 1, 0.13539130722942336, 7, 965370]","[0, 1, 1, 0.13539130722942336, 5, 5629278]"
"[1, 1, 1, 1.4970788912283894, 1, 405268]","[1, 1, 1, 1.4970788912283894, 8, 6630107]","[1, 1, 1, 1.4970788912283894, 2, 68955]","[1, 1, 1, 1.4970788912283894, 7, 218313]","[1, 1, 1, 1.4970788912283894, 5, 857070]"
"[0, 1, 3, 2.488145077832079, 0, 0]","[0, 1, 3, 2.488145077832079, 0, 0]","[0, 1, 3, 2.488145077832079, 0, 0]","[0, 1, 3, 2.488145077832079, 7, 351941]","[0, 1, 3, 2.488145077832079, 4, 655325]"
"[0, 1, 3, 0.8366521212949853, 0, 0]","[0, 1, 3, 0.8366521212949853, 0, 0]","[0, 1, 3, 0.8366521212949853, 0, 0]","[0, 1, 3, 0.8366521212949853, 4, 691684]","[0, 1, 3, 0.8366521212949853, 7, 355499]"
