"[0, 1, 1, 0.1328106813548428, 0, 0]","[0, 1, 1, 0.1328106813548428, 0, 0]","[0, 1, 1, 0.1328106813548428, 5, 663768]","[0, 1, 1, 0.1328106813548428, 7, 59232]","[0, 1, 1, 0.1328106813548428, 7, 47531]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 7, 68017]","[0, 1, 0, 0.0, 4, 233775]","[0, 1, 0, 0.0, 5, 778395]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 813158]","[0, 1, 0, 0.0, 4, 1153099]","[0, 1, 0, 0.0, 7, 71967]","[0, 1, 0, 0.0, 4, 597015]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 4, 833829]","[0, 1, 0, 0.0, 4, 1521496]","[0, 1, 0, 0.0, 7, 78177]","[0, 1, 0, 0.0, 5, 890268]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 890268]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 890268]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 7, 84790]","[0, 1, 0, 0.0, 4, 2042697]"
"[0, 1, 1, 0.22901914114192734, 2, 214880]","[0, 1, 1, 0.22901914114192734, 4, 5137694]","[0, 1, 1, 0.22901914114192734, 5, 726327]","[0, 1, 1, 0.22901914114192734, 5, 82858]","[0, 1, 1, 0.22901914114192734, 7, 47441]"
"[0, 1, 2, 0.24033796149586698, 0, 0]","[0, 1, 2, 0.24033796149586698, 0, 0]","[0, 1, 2, 0.24033796149586698, 4, 48]","[0, 1, 2, 0.24033796149586698, 14, 686501]","[0, 1, 2, 0.24033796149586698, 5, 82858]"
"[0, 1, 3, 0.5470955628998744, 0, 0]","[0, 1, 3, 0.5470955628998744, 0, 0]","[0, 1, 3, 0.5470955628998744, 5, 930383]","[0, 1, 3, 0.5470955628998744, 5, 688858]","[0, 1, 3, 0.5470955628998744, 7, 327777]"
"[0, 1, 3, 0.3858561170051105, 0, 0]","[0, 1, 3, 0.3858561170051105, 0, 0]","[0, 1, 3, 0.3858561170051105, 0, 0]","[0, 1, 3, 0.3858561170051105, 0, 0]","[0, 1, 3, 0.3858561170051105, 0, 0]"
"[0, 1, 3, 0.38553786717768096, 0, 0]","[0, 1, 3, 0.38553786717768096, 0, 0]","[0, 1, 3, 0.38553786717768096, 0, 0]","[0, 1, 3, 0.38553786717768096, 0, 0]","[0, 1, 3, 0.38553786717768096, 0, 0]"
"[0, 1, 3, 0.39848066951717315, 0, 0]","[0, 1, 3, 0.39848066951717315, 0, 0]","[0, 1, 3, 0.39848066951717315, 0, 0]","[0, 1, 3, 0.39848066951717315, 0, 0]","[0, 1, 3, 0.39848066951717315, 0, 0]"
"[0, 1, 0, 0.31939209789986744, 0, 0]","[0, 1, 0, 0.31939209789986744, 0, 0]","[0, 1, 0, 0.31939209789986744, 0, 0]","[0, 1, 0, 0.31939209789986744, 0, 0]","[0, 1, 0, 0.31939209789986744, 5, 981907]"
"[0, 1, 2, 0.2858470550960135, 0, 0]","[0, 1, 2, 0.2858470550960135, 0, 0]","[0, 1, 2, 0.2858470550960135, 0, 0]","[0, 1, 2, 0.2858470550960135, 0, 0]","[0, 1, 2, 0.2858470550960135, 5, 981907]"
"[0, 1, 3, 0.34993021861597784, 3, 305616]","[0, 1, 3, 0.34993021861597784, 9, 4115]","[0, 1, 3, 0.34993021861597784, 4, 118837]","[0, 1, 3, 0.34993021861597784, 7, 7790]","[0, 1, 3, 0.34993021861597784, 5, 23476]"
"[0, 1, 1, 0.2559396884352493, 0, 0]","[0, 1, 1, 0.2559396884352493, 0, 0]","[0, 1, 1, 0.2559396884352493, 0, 0]","[0, 1, 1, 0.2559396884352493, 0, 0]","[0, 1, 1, 0.2559396884352493, 5, 448788]"
"[0, 1, 3, 0.3457330012374365, 14, 275568]","[0, 1, 3, 0.3457330012374365, 9, 5418]","[0, 1, 3, 0.3457330012374365, 7, 26631]","[0, 1, 3, 0.3457330012374365, 5, 128202]","[0, 1, 3, 0.3457330012374365, 5, 810856]"
