"[0, 1, 1, 0.28823274660157505, 2, 1325]","[0, 1, 1, 0.28823274660157505, 2, 10050]","[0, 1, 1, 0.28823274660157505, 4, 553106]","[0, 1, 1, 0.28823274660157505, 7, 477318]","[0, 1, 1, 0.28823274660157505, 7, 41240]"
"[0, 1, 0, 0.0, 13, 61903]","[0, 1, 0, 0.0, 1, 886]","[0, 1, 0, 0.0, 2, 19785]","[0, 1, 0, 0.0, 4, 564303]","[0, 1, 0, 0.0, 7, 501542]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 640390]","[0, 1, 0, 0.0, 7, 508256]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 51018]","[0, 1, 0, 0.0, 3, 168003]","[0, 1, 0, 0.0, 7, 513326]","[0, 1, 0, 0.0, 5, 876011]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 7, 519827]","[0, 1, 0, 0.0, 5, 907056]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 1091350]","[0, 1, 0, 0.0, 7, 528350]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 3, 263800]","[0, 1, 0, 0.0, 7, 535546]","[0, 1, 0, 0.0, 5, 1364041]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 4, 3063]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 51130]"
"[0, 1, 2, 1.1544534719042512, 0, 0]","[0, 1, 2, 1.1544534719042512, 0, 0]","[0, 1, 2, 1.1544534719042512, 0, 0]","[0, 1, 2, 1.1544534719042512, 0, 0]","[0, 1, 2, 1.1544534719042512, 0, 0]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 7, 538876]","[0, 1, 0, 0.0, 5, 1382308]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 1392642]","[0, 1, 0, 0.0, 7, 541297]","[0, 1, 0, 0.0, 3, 455812]"
"[0, 2, 2, 0.6083861103105005, 8, 53771]","[0, 2, 2, 0.6083861103105005, 5, 99336]","[0, 2, 2, 0.6083861103105005, 14, 10819]","[0, 2, 2, 0.6083861103105005, 4, 6746]","[0, 2, 2, 0.6083861103105005, 7, 597690]"
"[0, 1, 0, 0.0, 4, 33386]","[0, 1, 0, 0.0, 7, 641919]","[0, 1, 0, 0.0, 8, 307542]","[0, 1, 0, 0.0, 14, 127594]","[0, 1, 0, 0.0, 8, 167789]"
"[0, 1, 0, 0.0, 1, 5226]","[0, 1, 0, 0.0, 1, 78309]","[0, 1, 0, 0.0, 7, 723712]","[0, 1, 0, 0.0, 9, 22646]","[0, 1, 0, 0.0, 5, 172019]"
"[0, 1, 0, 0.0, 4, 8475]","[0, 1, 0, 0.0, 7, 757779]","[0, 1, 0, 0.0, 5, 294723]","[0, 1, 0, 0.0, 5, 356784]","[0, 1, 0, 0.0, 8, 1012707]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 1748052]","[0, 1, 0, 0.0, 7, 760515]","[0, 1, 0, 0.0, 8, 1758412]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 8, 2787068]"
