"[0, 1, 2, 0.40698036047630703, 1, 206212]","[0, 1, 2, 0.40698036047630703, 4, 91731]","[0, 1, 2, 0.40698036047630703, 7, 190598]","[0, 1, 2, 0.40698036047630703, 5, 2375877]","[0, 1, 2, 0.40698036047630703, 7, 49540]"

"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 3, 594029]","[0, 1, 0, 0.0, 5, 2381655]","[0, 1, 0, 0.0, 7, 197282]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 3, 642835]","[0, 1, 0, 0.0, 7, 200914]","[0, 1, 0, 0.0, 4, 119927]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 4, 122168]","[0, 1, 0, 0.0, 7, 210343]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 2, 23195]","[0, 1, 0, 0.0, 5, 2550952]","[0, 1, 0, 0.0, 7, 220627]","[0, 1, 0, 0.0, 3, 467464]"
"[0, 1, 1, 0.33229873163063833, 4, 126765]","[0, 1, 1, 0.33229873163063833, 4, 2731]","[0, 1, 1, 0.33229873163063833, 5, 2554894]","[0, 1, 1, 0.33229873163063833, 3, 748911]","[0, 1, 1, 0.33229873163063833, 7, 264310]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 9, 387761]","[0, 1, 0, 0.0, 7, 274391]"
"[0, 1, 0, 0.37922162413542526, 8, 7385]","[0, 1, 0, 0.37922162413542526, 3, 775514]","[0, 1, 0, 0.37922162413542526, 4, 158027]","[0, 1, 0, 0.37922162413542526, 3, 778212]","[0, 1, 0, 0.37922162413542526, 7, 298424]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 4, 945403]","[0, 1, 0, 0.0, 7, 303851]","[0, 1, 0, 0.0, 5, 2572391]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 4, 1419916]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 5, 259658]","[0, 1, 0, 0.0, 4, 2469969]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 4, 3679180]"
"[0, 1, 0, 0.0, 0, 0]","[0, 1, 0, 0.0, 4, 4833584]","[0, 1, 0, 0.0, 14, 104485]","[0, 1, 0, 0.0, 7, 309027]","[0, 1, 0, 0.0, 5, 3099436]"
