"[0, 1, 1, 0.40709069436179596, 0, 0]","[0, 1, 1, 0.40709069436179596, 0, 0]","[0, 1, 1, 0.40709069436179596, 7, 360599]","[0, 1, 1, 0.40709069436179596, 5, 612188]","[0, 1, 1, 0.40709069436179596, 7, 11661]"
"[0, 1, 0, 0.007325698928706744, 13, 18414]","[0, 1, 0, 0.007325698928706744, 13, 3144]","[0, 1, 0, 0.007325698928706744, 14, 602115]","[0, 1, 0, 0.007325698928706744, 5, 656377]","[0, 1, 0, 0.007325698928706744, 7, 385020]"
"[0, 1, 1, 0.4005705089547912, 3, 634678]","[0, 1, 1, 0.4005705089547912, 5, 794395]","[0, 1, 1, 0.4005705089547912, 5, 601444]","[0, 1, 1, 0.4005705089547912, 7, 399745]","[0, 1, 1, 0.4005705089547912, 14, 603200]"
"[0, 1, 1, 0.12174523179776658, 0, 0]","[0, 1, 1, 0.12174523179776658, 0, 0]","[0, 1, 1, 0.12174523179776658, 0, 0]","[0, 1, 1, 0.12174523179776658, 0, 0]","[0, 1, 1, 0.12174523179776658, 0, 0]"
"[0, 1, 0, 1.7736142489712585, 0, 0]","[0, 1, 0, 1.7736142489712585, 0, 0]","[0, 1, 0, 1.7736142489712585, 5, 835993]","[0, 1, 0, 1.7736142489712585, 3, 459718]","[0, 1, 0, 1.7736142489712585, 7, 407752]"
"[1, 1, 0, 0.28252010171737024, 0, 0]","[1, 1, 0, 0.28252010171737024, 3, 400716]","[1, 1, 0, 0.28252010171737024, 3, 94076]","[1, 1, 0, 0.28252010171737024, 5, 76286]","[1, 1, 0, 0.28252010171737024, 7, 120657]"
"[0, 1, 0, 0.10175609804374394, 0, 0]","[0, 1, 0, 0.10175609804374394, 0, 0]","[0, 1, 0, 0.10175609804374394, 6, 2997789]","[0, 1, 0, 0.10175609804374394, 5, 98244]","[0, 1, 0, 0.10175609804374394, 7, 132098]"
"[0, 2, 1, 0.694242166321082, 0, 0]","[0, 2, 1, 0.694242166321082, 5, 112943]","[0, 2, 1, 0.694242166321082, 3, 133223]","[0, 2, 1, 0.694242166321082, 7, 138952]","[0, 2, 1, 0.694242166321082, 3, 400716]"
"[0, 1, 1, 0.1411374304505698, 0, 0]","[0, 1, 1, 0.1411374304505698, 0, 0]","[0, 1, 1, 0.1411374304505698, 0, 0]","[0, 1, 1, 0.1411374304505698, 0, 0]","[0, 1, 1, 0.1411374304505698, 0, 0]"
"[0, 1, 1, 0.16605149791136126, 0, 0]","[0, 1, 1, 0.16605149791136126, 0, 0]","[0, 1, 1, 0.16605149791136126, 0, 0]","[0, 1, 1, 0.16605149791136126, 3, 437292]","[0, 1, 1, 0.16605149791136126, 3, 133345]"
"[0, 1, 1, 0.34347481491841036, 0, 0]","[0, 1, 1, 0.34347481491841036, 0, 0]","[0, 1, 1, 0.34347481491841036, 0, 0]","[0, 1, 1, 0.34347481491841036, 5, 12261]","[0, 1, 1, 0.34347481491841036, 3, 317955]"
"[0, 1, 1, 0.1386651513064295, 0, 0]","[0, 1, 1, 0.1386651513064295, 0, 0]","[0, 1, 1, 0.1386651513064295, 0, 0]","[0, 1, 1, 0.1386651513064295, 0, 0]","[0, 1, 1, 0.1386651513064295, 0, 0]"
"[0, 2, 0, 0.860870535901792, 0, 0]","[0, 2, 0, 0.860870535901792, 0, 0]","[0, 2, 0, 0.860870535901792, 0, 0]","[0, 2, 0, 0.860870535901792, 0, 0]","[0, 2, 0, 0.860870535901792, 5, 145776]"
"[0, 1, 0, 0.024361190939207664, 0, 0]","[0, 1, 0, 0.024361190939207664, 0, 0]","[0, 1, 0, 0.024361190939207664, 0, 0]","[0, 1, 0, 0.024361190939207664, 0, 0]","[0, 1, 0, 0.024361190939207664, 0, 0]"
"[0, 1, 0, 0.04254795276696201, 0, 0]","[0, 1, 0, 0.04254795276696201, 0, 0]","[0, 1, 0, 0.04254795276696201, 0, 0]","[0, 1, 0, 0.04254795276696201, 0, 0]","[0, 1, 0, 0.04254795276696201, 5, 157303]"
"[0, 1, 0, 0.07410668370942027, 0, 0]","[0, 1, 0, 0.07410668370942027, 0, 0]","[0, 1, 0, 0.07410668370942027, 0, 0]","[0, 1, 0, 0.07410668370942027, 0, 0]","[0, 1, 0, 0.07410668370942027, 5, 160151]"
"[0, 1, 2, 0.5096413217363268, 3, 511581]","[0, 1, 2, 0.5096413217363268, 5, 170399]","[0, 1, 2, 0.5096413217363268, 1, 784]","[0, 1, 2, 0.5096413217363268, 3, 342113]","[0, 1, 2, 0.5096413217363268, 7, 162503]"
"[1, 1, 0, 2.376455721331655, 3, 352880]","[1, 1, 0, 2.376455721331655, 4, 1113]","[1, 1, 0, 2.376455721331655, 5, 206516]","[1, 1, 0, 2.376455721331655, 7, 178632]","[1, 1, 0, 2.376455721331655, 4, 1411393]"
"[0, 1, 0, 1.5148472919961558, 4, 20441]","[0, 1, 0, 1.5148472919961558, 5, 291668]","[0, 1, 0, 1.5148472919961558, 3, 383100]","[0, 1, 0, 1.5148472919961558, 3, 565064]","[0, 1, 0, 1.5148472919961558, 7, 200551]"
"[0, 2, 1, 0.06274730743807505, 4, 21838]","[0, 2, 1, 0.06274730743807505, 5, 340896]","[0, 2, 1, 0.06274730743807505, 7, 229107]","[0, 2, 1, 0.06274730743807505, 2, 6790]","[0, 2, 1, 0.06274730743807505, 14, 318616]"
"[0, 2, 1, 0.1508589816253451, 0, 0]","[0, 2, 1, 0.1508589816253451, 0, 0]","[0, 2, 1, 0.1508589816253451, 0, 0]","[0, 2, 1, 0.1508589816253451, 14, 1421819]","[0, 2, 1, 0.1508589816253451, 5, 340965]"
"[0, 1, 1, 0.06145118944014479, 0, 0]","[0, 1, 1, 0.06145118944014479, 0, 0]","[0, 1, 1, 0.06145118944014479, 0, 0]","[0, 1, 1, 0.06145118944014479, 0, 0]","[0, 1, 1, 0.06145118944014479, 0, 0]"
"[0, 1, 0, 0.07470425170318463, 0, 0]","[0, 1, 0, 0.07470425170318463, 0, 0]","[0, 1, 0, 0.07470425170318463, 0, 0]","[0, 1, 0, 0.07470425170318463, 0, 0]","[0, 1, 0, 0.07470425170318463, 14, 2714302]"
"[0, 1, 0, 0.03461653793192401, 5, 353117]","[0, 1, 0, 0.03461653793192401, 4, 2122]","[0, 1, 0, 0.03461653793192401, 5, 283348]","[0, 1, 0, 0.03461653793192401, 7, 232565]","[0, 1, 0, 0.03461653793192401, 14, 4075164]"
